Name,Stars,CreatedAt,AgeInYears,Url,ReleasesCount,AvgCbo,AvgDit,AvgLcom,CkClassRows,TotalLoc,CommentLines
prolificinteractive/material-calendarview,5929,02/09/2015 22:31:56,11,https://github.com/prolificinteractive/material-calendarview.git,0,6.454545454545454,1.5340909090909092,69.01136363636364,88,6390,1211
antoniolg/androidmvp,5910,04/02/2014 05:42:20,11,https://github.com/antoniolg/androidmvp.git,0,3.2857142857142856,1.2857142857142858,3,14,578,120
Archmage83/tvapk,5908,07/29/2020 08:04:37,5,https://github.com/Archmage83/tvapk.git,0,0,0,0,0,0,0
weibocom/motan,5907,04/20/2016 10:56:17,9,https://github.com/weibocom/motan.git,0,5.613744075829384,1.4182464454976302,32.71800947867298,844,71133,14829
apache/fesod,5902,10/05/2024 11:42:50,1,https://github.com/apache/fesod.git,0,5.818181818181818,1.3668831168831168,30.274350649350648,616,60293,23178
amitshekhariitbhu/Fast-Android-Networking,5891,03/21/2016 18:35:44,10,https://github.com/amitshekhariitbhu/Fast-Android-Networking.git,0,3.219130434782609,1.2504347826086957,13.768695652173912,575,23615,3251
lets-blade/blade,5883,06/10/2015 03:35:49,10,https://github.com/lets-blade/blade.git,0,4.355048859934853,1.1856677524429968,42.156351791530945,307,28838,6453
JakeWharton/DiskLruCache,5865,01/05/2012 00:36:34,14,https://github.com/JakeWharton/DiskLruCache.git,0,3.25,1.3333333333333333,11,12,2358,378
ikarus23/MifareClassicTool,5861,02/12/2013 15:39:03,13,https://github.com/ikarus23/MifareClassicTool.git,0,11.121212121212121,2.272727272727273,110,33,13406,4208
PBH-BTN/PeerBanHelper,5858,02/07/2024 14:35:16,2,https://github.com/PBH-BTN/PeerBanHelper.git,0,6.429362880886426,1.3130193905817173,16.001385041551245,722,51330,3723
ffay/lanproxy,5857,11/20/2016 08:12:10,9,https://github.com/ffay/lanproxy.git,0,4.238095238095238,1.1904761904761905,8.206349206349206,63,3755,419
meefik/linuxdeploy,5797,08/21/2012 04:49:14,13,https://github.com/meefik/linuxdeploy.git,0,7.162162162162162,1.6486486486486487,35.891891891891895,37,4253,670
Nightonke/BoomMenu,5791,03/19/2016 12:04:12,10,https://github.com/Nightonke/BoomMenu.git,0,5.6347826086956525,1.5739130434782609,227.6695652173913,115,11017,1642
yarolegovich/DiscreteScrollView,5786,03/03/2017 23:38:54,9,https://github.com/yarolegovich/DiscreteScrollView.git,0,4.228571428571429,1.2476190476190476,19.114285714285714,105,4730,158
changmingxie/tcc-transaction,5776,12/05/2015 04:27:53,10,https://github.com/changmingxie/tcc-transaction.git,0,5.1502890173410405,1.2793834296724471,29.736030828516377,519,31764,2320
Nepxion/Discovery,5773,06/21/2018 16:16:49,7,https://github.com/Nepxion/Discovery.git,0,4.655797101449275,1.2729468599033817,18.80072463768116,828,48603,6219
dmytrodanylyk/circular-progress-button,5757,06/07/2014 12:58:48,11,https://github.com/dmytrodanylyk/circular-progress-button.git,0,3.9743589743589745,1.2820512820512822,25.333333333333332,39,1569,18
houbb/sensitive-word,5752,01/07/2020 03:10:44,6,https://github.com/houbb/sensitive-word.git,0,3.0526315789473686,1.1710526315789473,20.86842105263158,228,11081,3205
strimzi/strimzi-kafka-operator,5752,05/06/2016 08:52:33,9,https://github.com/strimzi/strimzi-kafka-operator.git,0,10.501312335958005,1.4763779527559056,45.36089238845145,1524,284862,49180
JanusGraph/janusgraph,5749,12/26/2016 13:26:29,9,https://github.com/JanusGraph/janusgraph.git,0,6.765295358649789,1.4467299578059072,43.95358649789029,1896,187296,35551
k0shk0sh/FastHub,5737,02/18/2017 17:53:16,9,https://github.com/k0shk0sh/FastHub.git,0,7.765524625267666,1.4582441113490363,34.75695931477516,934,59467,2421
dromara/lamp-cloud,5733,01/17/2018 02:51:04,8,https://github.com/dromara/lamp-cloud.git,0,7.76039119804401,1.2701711491442542,6.883863080684597,818,63269,19363
jagrosh/MusicBot,5729,08/14/2016 18:46:29,9,https://github.com/jagrosh/MusicBot.git,0,6.741935483870968,2.5053763440860215,10.591397849462366,93,7316,1451
redis/lettuce,5728,05/10/2014 13:08:46,11,https://github.com/redis/lettuce.git,0,6.3452623017486784,1.354209028060187,146.60227734851566,2459,304193,97952
ZHENFENG13/spring-boot-projects,5723,04/01/2017 01:50:14,8,https://github.com/ZHENFENG13/spring-boot-projects.git,0,4.299065420560748,1.074766355140187,9.102803738317757,107,6153,1053
yanzhenjie/SwipeRecyclerView,5718,08/03/2016 15:43:34,9,https://github.com/yanzhenjie/SwipeRecyclerView.git,0,4.8545454545454545,1.3890909090909092,26.970909090909092,275,18037,4238
ddd-by-examples/library,5714,01/11/2019 09:14:03,7,https://github.com/ddd-by-examples/library.git,0,6.788617886178862,1.0406504065040652,5.430894308943089,123,4141,20
jpush/aurora-imui,5708,12/13/2016 05:24:01,9,https://github.com/jpush/aurora-imui.git,0,4.807017543859649,1.5292397660818713,50.26900584795322,342,21455,1835
Devlight/InfiniteCycleViewPager,5703,08/22/2016 08:04:39,9,https://github.com/Devlight/InfiniteCycleViewPager.git,0,5.048780487804878,1.6341463414634145,102.53658536585365,41,4972,606
201206030/novel,5675,11/11/2019 01:13:52,6,https://github.com/201206030/novel.git,0,4.415841584158416,1.0693069306930694,20.425742574257427,202,13117,3619
springside/springside4,5666,02/23/2012 08:39:03,14,https://github.com/springside/springside4.git,0,3.165079365079365,1.276190476190476,24.784126984126985,315,22249,5241
crazycodeboy/react-native-splash-screen,5666,09/14/2016 10:43:55,9,https://github.com/crazycodeboy/react-native-splash-screen.git,0,3.4166666666666665,1.25,2,12,363,67
ElderDrivers/EdXposed,5664,01/18/2019 16:18:19,7,https://github.com/ElderDrivers/EdXposed.git,0,5.464130434782609,1.5402173913043478,191.0782608695652,920,141706,51474
JakeWharton/u2020,5661,11/14/2013 11:58:23,12,https://github.com/JakeWharton/u2020.git,0,6.223880597014926,1.4253731343283582,23.619402985074625,134,7277,607
wasabeef/Blurry,5660,07/23/2015 14:12:08,10,https://github.com/wasabeef/Blurry.git,0,5.142857142857143,1,0.6428571428571429,14,700,102
hanks-zyh/HTextView,5657,12/19/2015 16:34:59,10,https://github.com/hanks-zyh/HTextView.git,0,4.197802197802198,1.5604395604395604,3.4835164835164836,91,4234,226
microsoft/typespec,5650,06/30/2021 23:29:49,4,https://github.com/microsoft/typespec.git,0,8.845117845117844,1.1515151515151516,24.360058922558924,4752,691753,284351
daimajia/AndroidImageSlider,5620,06/02/2014 06:04:17,11,https://github.com/daimajia/AndroidImageSlider.git,0,4.063492063492063,1.5714285714285714,59.095238095238095,63,5659,969
osmandapp/OsmAnd,5608,01/15/2011 19:59:44,15,https://github.com/osmandapp/OsmAnd.git,0,8.751549755301795,1.5913539967373573,109.1278955954323,6130,746612,54927
TommyLemon/Android-ZBLibrary,5607,08/20/2015 16:03:53,10,https://github.com/TommyLemon/Android-ZBLibrary.git,0,5.377358490566038,1.559748427672956,26.666666666666668,318,29324,6321
hongyangAndroid/FlowLayout,5587,08/28/2015 09:32:31,10,https://github.com/hongyangAndroid/FlowLayout.git,0,4.323529411764706,1.411764705882353,5,34,1210,56
apache/hbase,5581,05/23/2014 07:00:07,11,https://github.com/apache/hbase.git,0,7.712040535898317,1.4798179319821367,70.167296461697,11644,1295321,249344
baidu/uid-generator,5581,03/27/2017 04:03:43,9,https://github.com/baidu/uid-generator.git,0,2.88,1.28,11.72,25,2385,1023
alibaba/jetcache,5573,04/12/2017 07:48:23,8,https://github.com/alibaba/jetcache.git,0,5.632286995515695,1.6300448430493273,15.908071748878923,446,26073,2453
hneemann/Digital,5567,06/28/2016 17:40:16,9,https://github.com/hneemann/Digital.git,0,4.85305448541552,1.6697853604843147,13.246009906439186,1817,125598,27677
mik3y/usb-serial-for-android,5565,06/30/2013 23:17:45,12,https://github.com/mik3y/usb-serial-for-android.git,0,6,1.375,39.541666666666664,72,9137,881
amlcurran/ShowcaseView,5562,08/14/2012 19:07:36,13,https://github.com/amlcurran/ShowcaseView.git,0,5.384615384615385,1.4,17.815384615384616,65,3512,762
alibaba/QLExpress,5552,03/15/2017 08:39:54,9,https://github.com/alibaba/QLExpress.git,0,5.236619718309859,1.4,44.00281690140845,355,23116,2339
SuperMonster003/AutoJs6,5552,12/01/2021 05:27:22,4,https://github.com/SuperMonster003/AutoJs6.git,0,5.113186813186813,1.460989010989011,42.40384615384615,1820,165011,23556
nhaarman/ListViewAnimations,5539,03/19/2013 11:59:23,13,https://github.com/nhaarman/ListViewAnimations.git,0,6.474452554744525,2.0583941605839415,10.459854014598541,137,10790,2884
knightliao/disconf,5533,05/30/2014 09:39:27,11,https://github.com/knightliao/disconf.git,0,4.381176470588235,1.3576470588235294,12.616470588235295,425,31304,7926
danikula/AndroidVideoCache,5516,04/01/2015 11:25:52,10,https://github.com/danikula/AndroidVideoCache.git,0,4.8311688311688314,1.4935064935064934,14.324675324675324,77,5024,408
wuhaoyu1990/MagicCamera,5515,01/08/2016 11:36:56,10,https://github.com/wuhaoyu1990/MagicCamera.git,0,3.539772727272727,1.46875,7.630681818181818,352,17878,1022
CaffeineMC/sodium,5513,02/01/2020 03:04:09,6,https://github.com/CaffeineMC/sodium.git,0,6.14572192513369,1.5147058823529411,17.196524064171122,748,52275,6008
cinit/QAuxiliary,5506,01/29/2022 06:12:36,4,https://github.com/cinit/QAuxiliary.git,0,6.803220035778176,1.3220035778175314,40.509838998211094,559,60780,10466
jindrapetrik/jpexs-decompiler,5490,05/10/2014 17:20:56,11,https://github.com/jindrapetrik/jpexs-decompiler.git,0,5.761024182076814,1.8594120436225698,60.9850640113798,4218,638851,171859
GeyserMC/Geyser,5486,07/08/2019 17:23:17,6,https://github.com/GeyserMC/Geyser.git,0,7.888644688644689,1.7904761904761906,34.03809523809524,1365,151956,46814
emilsjolander/StickyListHeaders,5482,03/11/2012 18:29:18,14,https://github.com/emilsjolander/StickyListHeaders.git,0,4.813953488372093,1.3953488372093024,3.9767441860465116,43,2781,226
Jasonchenlijian/FastBle,5476,08/23/2016 02:06:33,9,https://github.com/Jasonchenlijian/FastBle.git,0,4.380952380952381,1.2952380952380953,26.066666666666666,105,5172,355
motianhuo/wechat,5469,05/25/2015 02:33:37,10,https://github.com/motianhuo/wechat.git,0,4.709558823529412,1.2738970588235294,16.641544117647058,544,43321,4806
scribejava/scribejava,5469,09/05/2010 19:11:40,15,https://github.com/scribejava/scribejava.git,0,3.5303643724696356,1.3380566801619433,10.935222672064777,494,21059,1650
alibaba/freeline,5464,08/03/2016 17:22:52,9,https://github.com/alibaba/freeline.git,0,3.7037037037037037,1.6074074074074074,13.866666666666667,135,6968,763
liquibase/liquibase,5464,07/08/2011 20:08:20,14,https://github.com/liquibase/liquibase.git,0,6.779700115340254,1.7877739331026528,66.12687427912341,1734,160758,19039
KeepSafe/TapTargetView,5462,09/11/2016 09:07:36,9,https://github.com/KeepSafe/TapTargetView.git,0,4.512820512820513,1.1538461538461537,49.8974358974359,39,2563,368
sockeqwe/mosby,5460,03/25/2015 00:59:19,11,https://github.com/sockeqwe/mosby.git,0,5.229607250755287,1.4380664652567976,9.637462235649547,662,34509,9038
dm77/barcodescanner,5444,02/24/2014 21:14:09,12,https://github.com/dm77/barcodescanner.git,0,5.273972602739726,1.643835616438356,11.821917808219178,73,3581,135
TGX-Android/Telegram-X,5440,08/17/2021 17:09:25,4,https://github.com/TGX-Android/Telegram-X.git,0,8.998613518197574,1.3927209705372616,548.9199306759099,2885,491073,21390
apache/groovy,5438,04/16/2015 07:00:05,10,https://github.com/apache/groovy.git,0,5.230416372618207,2.1277346506704307,424.864149611856,2834,361801,109123
rubenlagus/TelegramBots,5428,01/14/2016 00:13:07,10,https://github.com/rubenlagus/TelegramBots.git,0,10.385572139303482,2.1417910447761193,11.309701492537313,804,60145,12820
spring-projects/spring-data-examples,5417,01/30/2014 15:42:43,12,https://github.com/spring-projects/spring-data-examples.git,0,2.6321562734785875,1.006160781367393,0.4692712246431255,6655,137170,15586
socketio/socket.io-client-java,5414,04/28/2013 17:04:05,12,https://github.com/socketio/socket.io-client-java.git,0,1.9213973799126638,1.0960698689956332,4.253275109170306,229,5009,241
facebookarchive/rebound,5405,10/11/2013 01:12:37,12,https://github.com/facebookarchive/rebound.git,0,4.287356321839081,1.3218390804597702,34.93103448275862,87,6461,1322
tonikelope/megabasterd,5405,09/29/2016 16:54:54,9,https://github.com/tonikelope/megabasterd.git,0,2.7611940298507465,1.4875621890547264,85.72139303482587,201,30250,631
coobird/thumbnailator,5399,07/25/2015 05:38:33,10,https://github.com/coobird/thumbnailator.git,0,4.089285714285714,1.2366071428571428,93.22321428571429,224,38242,15501
apache/dubbo-spring-boot-project,5396,01/18/2018 12:10:50,8,https://github.com/apache/dubbo-spring-boot-project.git,0,7.089887640449438,1.1685393258426966,11.92134831460674,89,6813,2133
killbill/killbill,5394,10/21/2012 20:55:05,13,https://github.com/killbill/killbill.git,0,8.634803921568627,1.8043300653594772,28.232843137254903,2448,277957,38247
LFDT-web3j/web3j,5384,09/04/2016 05:48:49,9,https://github.com/LFDT-web3j/web3j.git,0,4.130434782608695,1.584189723320158,35.47905138339921,1265,91035,11657
diffplug/spotless,5379,04/27/2015 19:10:58,10,https://github.com/diffplug/spotless.git,0,4.64247598719317,1.7310565635005337,13.91462113127001,937,65428,13792
facebookarchive/shimmer-android,5364,02/27/2015 22:25:22,11,https://github.com/facebookarchive/shimmer-android.git,0,8.571428571428571,1.8571428571428572,18,7,941,92
Evernote/android-job,5362,08/20/2015 19:36:54,10,https://github.com/Evernote/android-job.git,0,6.994708994708994,1.7671957671957672,32.00529100529101,189,17226,3135
pmd/pmd,5359,07/11/2012 18:03:00,13,https://github.com/pmd/pmd.git,0,5.534273213417598,1.9557608167233835,43.640009722897425,4114,255451,51539
h6ah4i/android-advancedrecyclerview,5339,01/24/2015 16:14:39,11,https://github.com/h6ah4i/android-advancedrecyclerview.git,0,6.572151898734178,2.3949367088607594,32.02278481012658,395,34925,7470
commonsguy/cw-omnibus,5337,03/12/2012 14:12:06,14,https://github.com/commonsguy/cw-omnibus.git,0,5.346907216494845,1.7829896907216496,20.204639175257732,1940,154803,17703
remkop/picocli,5335,02/01/2017 16:38:41,9,https://github.com/remkop/picocli.git,0,2.816347469220246,1.109439124487004,59.14021887824897,2924,98293,12123
jgilfelt/SystemBarTint,5334,11/17/2013 12:35:05,12,https://github.com/jgilfelt/SystemBarTint.git,0,8,1.7777777777777777,22.555555555555557,9,1192,271
runelite/runelite,5332,04/30/2016 20:48:02,9,https://github.com/runelite/runelite.git,0,3.380384521781455,1.2085665612071064,24.54611827695303,4109,856006,243552
gsantner/markor,5329,08/26/2017 00:08:35,8,https://github.com/gsantner/markor.git,0,6.854651162790698,1.4767441860465116,129.50872093023256,344,39080,4090
google/google-authenticator,5322,10/08/2014 17:54:27,11,https://github.com/google/google-authenticator.git,0,3.8852459016393444,1.6885245901639345,29.65573770491803,61,6055,1887
XRecyclerView/XRecyclerView,5322,11/18/2015 08:14:22,10,https://github.com/XRecyclerView/XRecyclerView.git,0,3.9096385542168677,1.4216867469879517,9.042168674698795,166,6020,396
allure-framework/allure2,5321,05/27/2016 14:06:05,9,https://github.com/allure-framework/allure2.git,0,5.802768166089965,1.3044982698961938,13.771626297577855,289,26185,5393
dunwu/db-tutorial,5319,08/08/2017 06:33:38,8,https://github.com/dunwu/db-tutorial.git,0,5.205741626794258,1.1818181818181819,32.60765550239235,209,18695,3049
mybatis/generator,5317,02/10/2013 11:14:50,13,https://github.com/mybatis/generator.git,0,6.613037447988904,2.350901525658807,85.63384188626907,721,115424,13350
Doikki/DKVideoPlayer,5308,04/11/2017 01:33:38,8,https://github.com/Doikki/DKVideoPlayer.git,0,5.318302387267905,1.5915119363395225,46.753315649867375,377,28507,3444
LWJGL/lwjgl3,5304,12/23/2012 15:40:04,13,https://github.com/LWJGL/lwjgl3.git,0,6.7243680105253265,2.216802932055258,865.5031482003571,10641,1670499,488765
zfdang/Android-Touch-Helper,5289,10/16/2020 00:58:41,5,https://github.com/zfdang/Android-Touch-Helper.git,0,4.127272727272727,1.1818181818181819,1.9454545454545455,55,2325,219
Fuzion24/JustTrustMe,5289,07/24/2014 23:45:05,11,https://github.com/Fuzion24/JustTrustMe.git,0,2.2962962962962963,1.1851851851851851,2.7037037037037037,27,696,63
evant/gradle-retrolambda,5283,08/05/2013 02:09:58,12,https://github.com/evant/gradle-retrolambda.git,0,4.6,1.04,2.16,25,2299,74
Docile-Alligator/Infinity-For-Reddit,5271,07/26/2018 15:02:51,7,https://github.com/Docile-Alligator/Infinity-For-Reddit.git,0,6.82875,1.545,31.3475,1600,114220,3845
yixia/VitamioBundle,5269,10/19/2012 08:40:49,13,https://github.com/yixia/VitamioBundle.git,0,4.9504950495049505,1.316831683168317,75.06930693069307,101,9028,2221
xxv/android-lifecycle,5266,04/18/2014 14:26:22,11,https://github.com/xxv/android-lifecycle.git,0,7,1.6666666666666667,151.66666666666666,6,762,11
citerus/dddsample-core,5264,01/31/2015 23:21:37,11,https://github.com/citerus/dddsample-core.git,0,7.089171974522293,1.127388535031847,7.031847133757962,157,9738,1179
CodingDocs/springboot-guide,5263,11/28/2018 01:05:07,7,https://github.com/CodingDocs/springboot-guide.git,0,4.093525179856115,1.1798561151079137,1.3525179856115108,139,5189,590
lingochamp/okdownload,5258,12/17/2017 08:21:22,8,https://github.com/lingochamp/okdownload.git,0,6.437317784256559,1.2653061224489797,35.25947521865889,343,33881,6247
razerdp/BasePopup,5257,01/15/2016 03:31:07,10,https://github.com/razerdp/BasePopup.git,0,5.401408450704225,1.5264084507042253,34.33098591549296,568,37483,4029
thinkaurelius/titan,5237,02/25/2012 22:53:53,14,https://github.com/thinkaurelius/titan.git,0,5.711417816813049,1.3601003764115434,20.50564617314931,1594,107842,15211
j-easy/easy-rules,5236,03/10/2013 14:38:26,13,https://github.com/j-easy/easy-rules.git,0,5.092592592592593,1.3148148148148149,7.62962962962963,162,12277,4729
Yalantis/Side-Menu.Android,5234,01/13/2015 11:11:27,11,https://github.com/Yalantis/Side-Menu.Android.git,0,3.888888888888889,1.2222222222222223,4.111111111111111,18,602,26
novicezk/midjourney-proxy,5232,04/24/2023 13:43:45,2,https://github.com/novicezk/midjourney-proxy.git,0,5.9,1.2444444444444445,5.811111111111111,90,4683,264
huangyanbin/smartTable,5231,11/08/2017 01:11:14,8,https://github.com/huangyanbin/smartTable.git,0,5.09065934065934,1.1895604395604396,25.928571428571427,364,19305,2998
CellularPrivacy/Android-IMSI-Catcher-Detector,5224,11/23/2013 10:04:14,12,https://github.com/CellularPrivacy/Android-IMSI-Catcher-Detector.git,0,5.059760956175299,1.3306772908366533,4.964143426294821,251,16571,2859
lucasr/twoway-view,5218,01/18/2013 20:55:23,13,https://github.com/lucasr/twoway-view.git,0,6.078431372549019,1.8235294117647058,86.58823529411765,51,4643,414
reactor/reactor-core,5213,11/10/2015 10:06:40,10,https://github.com/reactor/reactor-core.git,0,6.838537020517395,1.537020517395183,122.37912578055308,2242,301035,48004
bitcoinj/bitcoinj,5212,11/19/2013 04:33:23,12,https://github.com/bitcoinj/bitcoinj.git,0,6.2576,1.7152,87.9696,625,90301,25920
Karumi/Dexter,5208,11/17/2015 13:14:43,10,https://github.com/Karumi/Dexter.git,0,4.425,1.2,4.15,80,3827,1084
oshi/oshi,5197,02/10/2012 12:46:48,14,https://github.com/oshi/oshi.git,0,4.913870246085011,1.5973154362416107,32.313199105145415,894,90181,19185
brianfrankcooper/YCSB,5196,04/19/2010 20:52:11,15,https://github.com/brianfrankcooper/YCSB.git,0,7.029661016949152,1.6355932203389831,7.851694915254237,236,40614,9933
hustcc/JS-Sorting-Algorithm,5194,01/19/2017 11:36:21,9,https://github.com/hustcc/JS-Sorting-Algorithm.git,0,3.5833333333333335,1,2.8333333333333335,12,639,100
zhanglei-workspace/shopping-management-system,5191,11/16/2015 12:53:21,10,https://github.com/zhanglei-workspace/shopping-management-system.git,0,3.5670103092783507,1.3608247422680413,76.48453608247422,97,9792,1864
Clans/FloatingActionButton,5188,03/21/2015 12:36:16,11,https://github.com/Clans/FloatingActionButton.git,0,4.638297872340425,1.3829787234042554,139.68085106382978,47,3276,123
Exrick/xpay,5182,12/12/2017 16:11:19,8,https://github.com/Exrick/xpay.git,0,6.428571428571429,1,93.42857142857143,21,2440,300
android/views-widgets-samples,5181,09/06/2019 21:39:12,6,https://github.com/android/views-widgets-samples.git,0,4.026315789473684,1.730263157894737,7.0131578947368425,152,13264,3505
killme2008/aviatorscript,5177,03/29/2011 12:48:47,14,https://github.com/killme2008/aviatorscript.git,0,4.234732824427481,1.4866412213740459,63.152671755725194,524,63062,11699
baomidou/dynamic-datasource,5155,04/28/2018 02:32:16,7,https://github.com/baomidou/dynamic-datasource.git,0,5.410112359550562,1.1404494382022472,2.3258426966292136,178,12254,4168
careercup/ctci,5145,03/21/2013 23:01:01,13,https://github.com/careercup/ctci.git,0,1.8681672025723473,1.1189710610932475,5.096463022508039,311,15555,692
square/otto,5135,06/27/2012 19:06:49,13,https://github.com/square/otto.git,0,2.4352941176470586,1.388235294117647,3.552941176470588,85,3009,816
natario1/CameraView,5127,07/18/2017 09:30:33,8,https://github.com/natario1/CameraView.git,0,5.468164794007491,1.3726591760299625,34.762172284644194,534,34406,6413
deathmarine/Luyten,5116,07/11/2013 10:57:28,12,https://github.com/deathmarine/Luyten.git,0,2.3488372093023258,1.5426356589147288,15.449612403100776,129,6683,274
tianshiyeben/wgcloud,5115,01/15/2019 02:02:21,7,https://github.com/tianshiyeben/wgcloud.git,0,6.0508474576271185,1.194915254237288,34.54237288135593,118,11913,2556
apache/calcite,5104,06/25/2014 07:00:07,11,https://github.com/apache/calcite.git,0,7.520742926575247,1.6844297864954,404.02603714632875,5761,705728,158809
youlookwhat/DesignPattern,5100,10/21/2016 10:59:32,9,https://github.com/youlookwhat/DesignPattern.git,0,2.5380710659898478,1.2791878172588833,1.4263959390862944,197,5386,1181
line/armeria,5085,11/16/2015 04:04:01,10,https://github.com/line/armeria.git,0,6.322240140741827,1.3050872306113472,32.65811464594634,6821,615610,136294
spring-projects/spring-authorization-server,5083,03/17/2020 17:28:57,6,https://github.com/spring-projects/spring-authorization-server.git,0,9.804769001490312,1.3934426229508197,16.87928464977645,671,94854,19803
sofastack/sofa-boot,5078,04/02/2018 08:28:14,7,https://github.com/sofastack/sofa-boot.git,0,5.079593564775614,1.1939034716342083,17.818797629127857,1181,77780,23967
xuexiangjys/XUI,5073,01/07/2019 07:59:02,7,https://github.com/xuexiangjys/XUI.git,0,5.608931804465902,1.5745322872661436,52.71031985515993,1657,153940,38213
bisq-network/bisq,5070,03/12/2014 09:42:29,12,https://github.com/bisq-network/bisq.git,0,7.336921420882669,1.6585037674919267,30.157427341227127,3716,344615,56871
OpenTSDB/opentsdb,5064,08/27/2010 02:05:20,15,https://github.com/OpenTSDB/opentsdb.git,0,6.792275574112735,1.2839248434237995,64.87578288100208,958,161143,27683
apache/ignite,5059,02/19/2015 08:00:05,11,https://github.com/apache/ignite.git,0,5.566587789872219,1.6190724088973023,493.66128726928537,21130,2307477,615212
Sayi/poi-tl,5053,03/20/2015 06:47:52,11,https://github.com/Sayi/poi-tl.git,0,5.660952380952381,1.2,89.65523809523809,525,37302,6463
wequick/Small,5042,11/27/2015 11:37:20,10,https://github.com/wequick/Small.git,0,3.8,1.4756756756756757,20.167567567567566,185,8996,1417
2227324689/gpmall,5040,07/18/2019 14:09:22,6,https://github.com/2227324689/gpmall.git,0,4.882075471698113,1.3443396226415094,8.169811320754716,424,21223,4810
jankotek/mapdb,5036,08/17/2012 15:28:54,13,https://github.com/jankotek/mapdb.git,0,3.2395437262357416,2.0228136882129277,81.84790874524715,263,26549,4213
javastacks/spring-boot-best-practice,5036,11/09/2018 06:23:18,7,https://github.com/javastacks/spring-boot-best-practice.git,0,5,1.0923076923076922,3.2615384615384615,195,6636,945
Kodezi/Chronos,5035,07/21/2025 07:34:10,0,https://github.com/Kodezi/Chronos.git,0,3.2,1,0.4,5,717977,39207
Trinea/android-common,5023,06/19/2012 07:49:46,13,https://github.com/Trinea/android-common.git,0,4.445454545454545,1.2454545454545454,43.06363636363636,110,13826,5757
yipianfengye/android-zxingLibrary,5018,07/26/2016 08:00:18,9,https://github.com/yipianfengye/android-zxingLibrary.git,0,4.711538461538462,1.3269230769230769,5.634615384615385,52,3513,812
youlookwhat/CloudReader,5008,11/20/2016 11:59:25,9,https://github.com/youlookwhat/CloudReader.git,0,4.747967479674797,1.4552845528455285,19.41260162601626,492,24145,3457
apache/maven,5002,05/21/2009 03:22:03,16,https://github.com/apache/maven.git,0,5.291766586730615,1.5310418332001066,46.02637889688249,3753,363259,108008
rubensousa/GravitySnapHelper,5000,08/31/2016 07:25:23,9,https://github.com/rubensousa/GravitySnapHelper.git,0,6.857142857142857,1.5714285714285714,66,7,956,220
ageerle/ruoyi-ai,4995,01/16/2024 04:16:41,2,https://github.com/ageerle/ruoyi-ai.git,0,6.987912087912088,1.2736263736263735,9.613186813186813,910,77700,25364
JodaOrg/joda-time,4989,05/16/2011 16:49:57,14,https://github.com/JodaOrg/joda-time.git,0,7.190305206463195,2.005385996409336,295.37881508078993,557,149118,44916
DingMouRen/LayoutManagerGroup,4988,04/28/2018 11:47:38,7,https://github.com/DingMouRen/LayoutManagerGroup.git,0,4.9523809523809526,1.5714285714285714,9.142857142857142,63,3873,476
spring-attic/spring-mvc-showcase,4985,06/03/2011 15:36:55,14,https://github.com/spring-attic/spring-mvc-showcase.git,0,5.172413793103448,1.206896551724138,9.448275862068966,58,2911,44
rstudio/rstudio,4976,12/07/2010 19:10:25,15,https://github.com/rstudio/rstudio.git,0,4.810181311018131,1.2655509065550907,372.06694560669456,7170,437243,61288
orhanobut/dialogplus,4975,12/12/2014 09:24:44,11,https://github.com/orhanobut/dialogplus.git,0,5.241379310344827,1.0344827586206897,57.86206896551724,29,1610,294
alibaba/UltraViewPager,4966,03/29/2017 13:31:53,8,https://github.com/alibaba/UltraViewPager.git,0,5.208333333333333,1.375,58.375,24,2757,693
spring-cloud/spring-cloud-netflix,4963,07/11/2014 15:46:12,11,https://github.com/spring-cloud/spring-cloud-netflix.git,0,7.364016736401673,1.1924686192468619,94.40167364016736,239,18122,3378
roncoo/roncoo-pay,4963,07/21/2016 02:46:06,9,https://github.com/roncoo/roncoo-pay.git,0,4.835051546391752,1.2706185567010309,63.7680412371134,388,45228,15017
querydsl/querydsl,4960,08/05/2011 06:46:32,14,https://github.com/querydsl/querydsl.git,0,5.045482673267327,1.8954207920792079,42.900680693069305,3232,195582,43581
frogermcs/InstaMaterial,4954,11/10/2014 18:56:49,11,https://github.com/frogermcs/InstaMaterial.git,0,4.7875,1.5375,9.9375,80,2932,74
react-native-config/react-native-config,4954,02/23/2016 00:19:11,10,https://github.com/react-native-config/react-native-config.git,0,4.6,1.5,1.95,20,656,77
react-native-webrtc/react-native-webrtc,4950,09/27/2015 10:57:30,10,https://github.com/react-native-webrtc/react-native-webrtc.git,0,6.119402985074627,1.1492537313432836,8.656716417910447,67,5748,726
orientechnologies/orientdb,4943,12/09/2012 20:33:47,13,https://github.com/orientechnologies/orientdb.git,0,6.439115113547377,1.6035630383711825,312.58907595927957,5108,722746,62153
HeliBorg/HeliBoard,4935,03/09/2022 08:38:32,4,https://github.com/HeliBorg/HeliBoard.git,0,6.641666666666667,1.4625,74.5375,240,34560,6053
Devlight/NavigationTabBar,4935,03/29/2016 08:59:27,9,https://github.com/Devlight/NavigationTabBar.git,0,4.017241379310345,1.3103448275862069,57.5,58,3386,241
DiUS/java-faker,4926,06/06/2011 01:01:21,14,https://github.com/DiUS/java-faker.git,0,3.986666666666667,1.448888888888889,40.74666666666667,225,11810,1162
